"","ISO","year","PriorityArea","Policy","valueCAP_Comp","Policytype","Policytype_detail"
"95581","USA",2016,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95582","USA",2016,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95583","USA",2016,"Transport","ETS Transport",7,"MBI","Carbon Pricing"
"95584","USA",2016,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95585","USA",2016,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95586","USA",2016,"Transport","Investment in Rail Infrastructure",2,"NMBI","Other NMBI"
"95587","USA",2016,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95588","USA",2016,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95589","USA",2016,"Transport","Speed Limits",9,"NMBI","Other NMBI"
"95590","USA",2017,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95591","USA",2017,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95592","USA",2017,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95593","USA",2017,"Buildings","ETS Buildings",7,"MBI","Carbon Pricing"
"95594","USA",2017,"Buildings","ETS_Buildings",7,"MBI","Carbon Pricing"
"95595","USA",2017,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95596","USA",2017,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95597","USA",2017,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95598","USA",2017,"Buildings","Labels Appliances",10,"NMBI","Information"
"95599","USA",2017,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95600","USA",2017,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95601","USA",2017,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",8,"MBI","Carbon Pricing"
"95602","USA",2017,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95603","USA",2017,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95604","USA",2017,"Cross_sectoral","Nationally Determined Contributions",8,"Other","Targets"
"95605","USA",2017,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95606","USA",2017,"Cross_sectoral","RDD_CCS",NA,"MBI","Other MBI"
"95607","USA",2017,"Cross_sectoral","RDD_EnergyEfficiency",NA,"MBI","Other MBI"
"95608","USA",2017,"Cross_sectoral","RDD_Hydrogen",NA,"MBI","Other MBI"
"95609","USA",2017,"Cross_sectoral","RDD_Nuclear",NA,"MBI","Other MBI"
"95610","USA",2017,"Cross_sectoral","RDD_Otherstorage",NA,"MBI","Other MBI"
"95611","USA",2017,"Cross_sectoral","RDD_Renewables",NA,"MBI","Other MBI"
"95612","USA",2017,"Electricity","AirEmissionStandards",9,"NMBI","Performance Standards"
"95613","USA",2017,"Electricity","Auction",4,"MBI","Subsidy"
"95614","USA",2017,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95615","USA",2017,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95616","USA",2017,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95617","USA",2017,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95618","USA",2017,"Electricity","Feed-In-Tariffs",2,"MBI","Subsidy"
"95619","USA",2017,"Electricity","Fossil Fuel Subsidies Electricity",10,"MBI","Carbon Pricing"
"95620","USA",2017,"Electricity","PlanningRenewablesExpansion",5,"NMBI","Other regulatory instruments"
"95621","USA",2017,"Electricity","Renewable energy certificates",7,"MBI","Subsidy"
"95622","USA",2017,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95623","USA",2017,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95624","USA",2017,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95625","USA",2017,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95626","USA",2017,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95627","USA",2017,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95628","USA",2017,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95629","USA",2017,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95630","USA",2017,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95631","USA",2017,"International","Evaluation Biannual Report",6,"Other","Climate data"
"95632","USA",2017,"International","GHG Reporting Accounting",1,"Other","Climate data"
"95633","USA",2017,"International","International Initiatives",8,"Other","International Co-operation"
"95634","USA",2017,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95635","USA",2017,"International","Ratification of Climate Treaties",7,"Other","International Co-operation"
"95636","USA",2017,"International","UNFCCC Submission",8,"Other","Climate data"
"95637","USA",2017,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95638","USA",2017,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95639","USA",2017,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95640","USA",2017,"Transport","ETS Transport",7,"MBI","Carbon Pricing"
"95641","USA",2017,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95642","USA",2017,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95643","USA",2017,"Transport","Investment in Rail Infrastructure",2,"NMBI","Other NMBI"
"95644","USA",2017,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95645","USA",2017,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95646","USA",2017,"Transport","Speed Limits",9,"NMBI","Other NMBI"
"95647","USA",2018,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95648","USA",2018,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95649","USA",2018,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95650","USA",2018,"Buildings","ETS Buildings",7,"MBI","Carbon Pricing"
"95651","USA",2018,"Buildings","ETS_Buildings",7,"MBI","Carbon Pricing"
"95652","USA",2018,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95653","USA",2018,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95654","USA",2018,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95655","USA",2018,"Buildings","Labels Appliances",10,"NMBI","Information"
"95656","USA",2018,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95657","USA",2018,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95658","USA",2018,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",7,"MBI","Carbon Pricing"
"95659","USA",2018,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95660","USA",2018,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95661","USA",2018,"Cross_sectoral","Nationally Determined Contributions",8,"Other","Targets"
"95662","USA",2018,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95663","USA",2018,"Cross_sectoral","RDD_CCS",NA,"MBI","Other MBI"
"95664","USA",2018,"Cross_sectoral","RDD_EnergyEfficiency",NA,"MBI","Other MBI"
"95665","USA",2018,"Cross_sectoral","RDD_Hydrogen",NA,"MBI","Other MBI"
"95666","USA",2018,"Cross_sectoral","RDD_Nuclear",NA,"MBI","Other MBI"
"95667","USA",2018,"Cross_sectoral","RDD_Otherstorage",NA,"MBI","Other MBI"
"95668","USA",2018,"Cross_sectoral","RDD_Renewables",NA,"MBI","Other MBI"
"95669","USA",2018,"Electricity","AirEmissionStandards",9,"NMBI","Performance Standards"
"95670","USA",2018,"Electricity","Auction",4,"MBI","Subsidy"
"95671","USA",2018,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95672","USA",2018,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95673","USA",2018,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95674","USA",2018,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95675","USA",2018,"Electricity","Feed-In-Tariffs",4,"MBI","Subsidy"
"95676","USA",2018,"Electricity","Fossil Fuel Subsidies Electricity",10,"MBI","Carbon Pricing"
"95677","USA",2018,"Electricity","PlanningRenewablesExpansion",5,"NMBI","Other regulatory instruments"
"95678","USA",2018,"Electricity","Renewable energy certificates",7,"MBI","Subsidy"
"95679","USA",2018,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95680","USA",2018,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95681","USA",2018,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95682","USA",2018,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95683","USA",2018,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95684","USA",2018,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95685","USA",2018,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95686","USA",2018,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95687","USA",2018,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95688","USA",2018,"International","Evaluation Biannual Report",0,"Other","Climate data"
"95689","USA",2018,"International","GHG Reporting Accounting",1,"Other","Climate data"
"95690","USA",2018,"International","International Initiatives",8,"Other","International Co-operation"
"95691","USA",2018,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95692","USA",2018,"International","Ratification of Climate Treaties",7,"Other","International Co-operation"
"95693","USA",2018,"International","UNFCCC Submission",5,"Other","Climate data"
"95694","USA",2018,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95695","USA",2018,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95696","USA",2018,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95697","USA",2018,"Transport","ETS Transport",7,"MBI","Carbon Pricing"
"95698","USA",2018,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95699","USA",2018,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95700","USA",2018,"Transport","Investment in Rail Infrastructure",2,"NMBI","Other NMBI"
"95701","USA",2018,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95702","USA",2018,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95703","USA",2018,"Transport","Speed Limits",9,"NMBI","Other NMBI"
"95704","USA",2019,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95705","USA",2019,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95706","USA",2019,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95707","USA",2019,"Buildings","ETS Buildings",7,"MBI","Carbon Pricing"
"95708","USA",2019,"Buildings","ETS_Buildings",7,"MBI","Carbon Pricing"
"95709","USA",2019,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95710","USA",2019,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95711","USA",2019,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95712","USA",2019,"Buildings","Labels Appliances",10,"NMBI","Information"
"95713","USA",2019,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95714","USA",2019,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95715","USA",2019,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",6,"MBI","Carbon Pricing"
"95716","USA",2019,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95717","USA",2019,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95718","USA",2019,"Cross_sectoral","Nationally Determined Contributions",8,"Other","Targets"
"95719","USA",2019,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95720","USA",2019,"Cross_sectoral","RDD_CCS",NA,"MBI","Other MBI"
"95721","USA",2019,"Cross_sectoral","RDD_EnergyEfficiency",NA,"MBI","Other MBI"
"95722","USA",2019,"Cross_sectoral","RDD_Hydrogen",NA,"MBI","Other MBI"
"95723","USA",2019,"Cross_sectoral","RDD_Nuclear",NA,"MBI","Other MBI"
"95724","USA",2019,"Cross_sectoral","RDD_Otherstorage",NA,"MBI","Other MBI"
"95725","USA",2019,"Cross_sectoral","RDD_Renewables",NA,"MBI","Other MBI"
"95726","USA",2019,"Electricity","AirEmissionStandards",9,"NMBI","Performance Standards"
"95727","USA",2019,"Electricity","Auction",4,"MBI","Subsidy"
"95728","USA",2019,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95729","USA",2019,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95730","USA",2019,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95731","USA",2019,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95732","USA",2019,"Electricity","Feed-In-Tariffs",NA,"MBI","Subsidy"
"95733","USA",2019,"Electricity","Fossil Fuel Subsidies Electricity",10,"MBI","Carbon Pricing"
"95734","USA",2019,"Electricity","PlanningRenewablesExpansion",5,"NMBI","Other regulatory instruments"
"95735","USA",2019,"Electricity","Renewable energy certificates",7,"MBI","Subsidy"
"95736","USA",2019,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95737","USA",2019,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95738","USA",2019,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95739","USA",2019,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95740","USA",2019,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95741","USA",2019,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95742","USA",2019,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95743","USA",2019,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95744","USA",2019,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95745","USA",2019,"International","Evaluation Biannual Report",0,"Other","Climate data"
"95746","USA",2019,"International","GHG Reporting Accounting",1,"Other","Climate data"
"95747","USA",2019,"International","International Initiatives",8,"Other","International Co-operation"
"95748","USA",2019,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95749","USA",2019,"International","Ratification of Climate Treaties",5,"Other","International Co-operation"
"95750","USA",2019,"International","UNFCCC Submission",5,"Other","Climate data"
"95751","USA",2019,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95752","USA",2019,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95753","USA",2019,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95754","USA",2019,"Transport","ETS Transport",7,"MBI","Carbon Pricing"
"95755","USA",2019,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95756","USA",2019,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95757","USA",2019,"Transport","Investment in Rail Infrastructure",2,"NMBI","Other NMBI"
"95758","USA",2019,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95759","USA",2019,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95760","USA",2019,"Transport","Speed Limits",9,"NMBI","Other NMBI"
"95761","USA",2020,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95762","USA",2020,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95763","USA",2020,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95764","USA",2020,"Buildings","ETS Buildings",8,"MBI","Carbon Pricing"
"95765","USA",2020,"Buildings","ETS_Buildings",8,"MBI","Carbon Pricing"
"95766","USA",2020,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95767","USA",2020,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95768","USA",2020,"Buildings","Fossil Fuel Subsides Buildings",7,"MBI","Carbon Pricing"
"95769","USA",2020,"Buildings","Labels Appliances",10,"NMBI","Information"
"95770","USA",2020,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95771","USA",2020,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95772","USA",2020,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",7,"MBI","Carbon Pricing"
"95773","USA",2020,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95774","USA",2020,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95775","USA",2020,"Cross_sectoral","Nationally Determined Contributions",8,"Other","Targets"
"95776","USA",2020,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95777","USA",2020,"Cross_sectoral","RDD_CCS",NA,"MBI","Other MBI"
"95778","USA",2020,"Cross_sectoral","RDD_EnergyEfficiency",NA,"MBI","Other MBI"
"95779","USA",2020,"Cross_sectoral","RDD_Hydrogen",NA,"MBI","Other MBI"
"95780","USA",2020,"Cross_sectoral","RDD_Nuclear",NA,"MBI","Other MBI"
"95781","USA",2020,"Cross_sectoral","RDD_Otherstorage",NA,"MBI","Other MBI"
"95782","USA",2020,"Cross_sectoral","RDD_Renewables",NA,"MBI","Other MBI"
"95783","USA",2020,"Electricity","AirEmissionStandards",9,"NMBI","Performance Standards"
"95784","USA",2020,"Electricity","Auction",1,"MBI","Subsidy"
"95785","USA",2020,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95786","USA",2020,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95787","USA",2020,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95788","USA",2020,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95789","USA",2020,"Electricity","Feed-In-Tariffs",NA,"MBI","Subsidy"
"95790","USA",2020,"Electricity","Fossil Fuel Subsidies Electricity",10,"MBI","Carbon Pricing"
"95791","USA",2020,"Electricity","PlanningRenewablesExpansion",5,"NMBI","Other regulatory instruments"
"95792","USA",2020,"Electricity","Renewable energy certificates",8,"MBI","Subsidy"
"95793","USA",2020,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95794","USA",2020,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95795","USA",2020,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95796","USA",2020,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95797","USA",2020,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95798","USA",2020,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95799","USA",2020,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95800","USA",2020,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95801","USA",2020,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95802","USA",2020,"International","Evaluation Biannual Report",NA,"Other","Climate data"
"95803","USA",2020,"International","GHG Reporting Accounting",1,"Other","Climate data"
"95804","USA",2020,"International","International Initiatives",8,"Other","International Co-operation"
"95805","USA",2020,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95806","USA",2020,"International","Ratification of Climate Treaties",5,"Other","International Co-operation"
"95807","USA",2020,"International","UNFCCC Submission",3,"Other","Climate data"
"95808","USA",2020,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95809","USA",2020,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95810","USA",2020,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95811","USA",2020,"Transport","ETS Transport",7,"MBI","Carbon Pricing"
"95812","USA",2020,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95813","USA",2020,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95814","USA",2020,"Transport","Investment in Rail Infrastructure",1,"NMBI","Other NMBI"
"95815","USA",2020,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95816","USA",2020,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95817","USA",2020,"Transport","Speed Limits",9,"NMBI","Other NMBI"
